id_segmento,id_circuito,nodo_inicio,nodo_fin,longitud_m,tipo_conductor,capacidad_amp
109797726,"79 507",65962760,66962760,1.2,"101",1
109812877,"79 507",66400789,65984458,261.885,"101",1
109785874,"79 507",65984458,66984458,1.2,"101",1
105738444,"79 507",66984458,67984458,1.2,"101",1
109785868,"79 507",66984458,65984459,78.304,"101",1
109785869,"79 507",65984459,65984460,47.002,"101",1
109785870,"79 507",66984460,65984461,69.115,"101",1
105400208,"79 507",65400508,66400508,1.2,"101",1
105400209,"79 507",66400509,65400509,1.2,"101",1
109400757,"79 507",66400508,65400509,312.316,"101",1
109406270,"79 507",65400511,66400511,1.2,"101",1
105400210,"79 507",65400516,66400516,1.2,"101",1
109400767,"79 507",65400517,65400518,119.958,"101",1
109400768,"79 507",65400518,65400519,62.574,"101",1
105400211,"79 507",65400519,66400519,1.2,"101",1
105400212,"79 507",65400522,66400522,1.2,"101",1
105400214,"79 507",65400525,66400525,1.2,"101",1
109406273,"79 507",65400525,68400525,1.2,"101",1
109400774,"79 507",68400525,65400526,670.297,"101",1
105400206,"79 507",65400530,66400530,1.2,"101",1
105400207,"79 507",65400534,66400534,1.2,"101",1
109401280,"79 507",65400816,65400751,216.377,"101",1
105400327,"79 507",65400751,66400751,1.2,"101",1
109405482,"79 507",65400752,66400752,1.2,"101",1
109803033,"79 507",651198892,65400753,319.466,"101",1
109405483,"79 507",65400753,66400753,1.2,"101",1
105400328,"79 507",65400753,67400753,1.2,"101",1
105400335,"79 507",65400767,66400767,1.2,"101",1
109407469,"79 507",65400778,66400778,1.2,"101",1
109401314,"79 507",661239754,65400785,223.216,"101",1
109407477,"79 507",65400786,66400786,1.2,"101",1
109812866,"79 507",65400787,65400788,202.961,"101",1
109785876,"79 507",65400790,66400790,1.2,"101",1
109401323,"79 507",68400791,65400794,35.922,"101",1
109407486,"79 507",65400795,68400795,1.2,"101",1
109401325,"79 507",67400795,65400796,157.012,"101",1
109405129,"79 507",65400799,66400799,1.2,"101",1
109401274,"79 507",66400810,65400811,2.236,"101",1
105400324,"79 507",65400811,66400811,1.2,"101",1
109405413,"79 507",65400812,66400812,1.2,"101",1
109401276,"79 507",66400812,65400813,168.838,"101",1
109405480,"79 507",65400813,66400813,1.2,"101",1
105760929,"79 507",65401117,67401117,1.2,"101",1
109402370,"79 507",66400795,65401170,544.779,"101",1
109407484,"79 507",65401170,66401170,1.2,"101",1
109402371,"79 507",68400795,65401172,362.988,"101",1
105400507,"79 507",65401172,66401172,1.2,"101",1
105743571,"79 507",65401199,68401199,1.2,"101",1
109401639,"79 507",66401202,65401203,269.208,"101",1
109401641,"79 507",65401204,65401205,32.016,"101",1
105763659,"79 507",65401205,66401205,1.2,"101",1
109401645,"79 507",67401205,65401208,383.187,"101",1
105400517,"79 507",65401211,66401211,1.2,"101",1
109711824,"79 507",65739388,67401215,77.654,"101",1
109401652,"79 507",66401204,65401216,83.24,"101",1
109406394,"79 507",65401217,66401217,1.2,"101",1
109405563,"79 507",65401220,66401220,1.2,"101",1
109401658,"79 507",65401219,65401221,65.192,"101",1
109406395,"79 507",66401221,65401221,1.2,"101",1
109407482,"79 507",65401222,66401222,1.2,"101",1
105722297,"79 507",66401225,67401225,1.2,"101",1
105722308,"79 507",67401225,69401225,1.2,"101",1
105400534,"79 507",65401244,66401244,1.2,"101",1
109812859,"79 507",67829961,651239744,81.295,"101",1
109812860,"79 507",651239744,661239744,1.2,"101",1
109812863,"79 507",661239744,651239747,44.206,"101",1
109812861,"79 507",651239747,671239747,1.2,"101",1
109817268,"79 507",661256205,651256267,34.56,"101",1
109817274,"79 507",651256291,661256291,1.2,"101",1
109812882,"79 507",661280470,651280466,118.776,"101",1
109812881,"79 507",67400791,651280470,27.606,"101",1
105759112,"79 507",651282857,661282857,1.2,"101",1
109823218,"79 507",661294581,651294582,74.057,"101",1
105400319,"79 507",651295850,671295850,1.2,"101",1
109401283,"79 507",66400753,651297888,187.256,"101",1
109745597,"79 507",65818267,651321293,73.106,"101",1
109706612,"79 507",69400005,70400005,1.2,"101",1
109736027,"79 507",65419221,65400036,19.857,"101",1
109818788,"79 507",67400132,68400132,1.2,"101",1
109745568,"79 507",68400139,67400139,1.2,"101",1
109400736,"79 507",67400137,67400139,16.581,"101",1
109745596,"79 507",65818267,67400144,28.444,"101",1
116725631,"79 507",671198892,971198892,1.2,"101",1
116724427,"79 507",661217894,971217894,1.2,"101",1
109745730,"79 507",67400519,65404939,54.616,"101",1
109745643,"79 507",65818282,67727097,34.885,"101",1
109750201,"79 507",68773081,66727102,22.809,"101",1
109750198,"79 507",67727102,66727102,1.2,"101",1
105721607,"79 507",65737486,68737486,1.2,"101",1
105706103,"79 507",65739391,66739391,1.2,"101",1
105706104,"79 507",66739395,65739395,1.2,"101",1
109711826,"79 507",65739397,66739396,304.778,"101",1
105706105,"79 507",65739397,66739397,1.2,"101",1
105710799,"79 507",65761478,66761478,1.2,"101",1
109724440,"79 507",67401163,65766667,505.742,"101",1
109726030,"79 507",661259828,65769769,185.778,"101",1
109726032,"79 507",651312958,66769769,180.368,"101",1
109726031,"79 507",65769769,66769769,1.2,"101",1
109725360,"79 507",68770165,66770167,32.727,"101",1
109828310,"79 507",66770168,68770168,1.2,"101",1
109725377,"79 507",671320494,66770170,75.153,"101",1
109725412,"79 507",67770176,66770177,68.44,"101",1
109725471,"79 507",66770181,66770182,60.907,"101",1
109725477,"79 507",66770183,67770183,1.2,"101",1
109725533,"79 507",66770193,66770194,36.02,"101",1
109725564,"79 507",68770196,66770197,31.433,"101",1
109725570,"79 507",66770198,66770199,36.322,"101",1
109727629,"79 507",65401209,65774661,133.685,"101",1
109727628,"79 507",65401208,65774661,155.344,"101",1
105716220,"79 507",65789358,66789358,1.2,"101",1
105719597,"79 507",65809687,66809687,1.2,"101",1
109745583,"79 507",66818242,65818259,71.534,"101",1
109745593,"79 507",65818266,65818267,65.736,"101",1
109745600,"79 507",66818269,65818269,1.2,"101",1
105721245,"79 507",65818530,66818530,1.2,"101",1
109745733,"79 507",66818545,65818546,73.704,"101",1
109745734,"79 507",65818546,65818548,81.825,"101",1
109745735,"79 507",65818548,66818548,1.2,"101",1
105721457,"79 507",65819248,66819248,1.2,"101",1
109400749,"79 507",65727098,65820573,58.409,"101",1
109746810,"79 507",68821005,65821004,4.02,"101",1
109749285,"79 507",67827191,67827190,33.403,"101",1
109750645,"79 507",65829958,66829958,1.2,"101",1
105751565,"79 507",65829958,67829958,1.2,"101",1
105746600,"79 507",66841107,67841107,1.2,"101",1
109401270,"79 507",661295850,65842720,237.434,"101",1
109762493,"79 507",68401163,65849841,195.386,"101",1
109762495,"79 507",65849841,65849842,45.415,"101",1
105727770,"79 507",65849842,66849842,1.2,"101",1
109771655,"79 507",66866385,65866386,59.338,"101",1
109401271,"79 507",66400807,65913583,61.175,"101",1
109784475,"79 507",65962759,65962760,23.012,"101",1
109785871,"79 507",65984460,66984460,1.2,"101",1
116704497,"79 507",66737486,97737486,1.2,"101",1
116704928,"79 507",66739397,97739397,1.2,"101",1
116730308,"79 507",681231341,991231341,1.2,"101",1
116717491,"79 507",661239747,971239747,1.2,"101",1
116708561,"79 507",661312958,971312958,1.2,"101",1
116400144,"79 507",66400519,97400519,1.2,"101",1
116713463,"79 507",66802845,97802845,1.2,"101",1
116713735,"79 507",66804811,97804811,1.2,"101",1
116723756,"79 507",67841107,99841107,1.2,"101",1
